exposure_id,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,Full_month_premium
exposure_9da6933c-bc3b-46c5-a3bc-25421cbbd224,male,FALSE,,,5,80,100,Apartment,Ballina,2478,NSW,1988-09-05,80100,0-6 months,35,3,2.333333333,cross,cross,cross,"golden retriever, poodle cross, kelpie cross",FALSE,0,2023-12-28 16:15:17,Afternoon (12:00 - 17:59),
exposure_9da97c68-ce8f-4356-b4c5-85a9c90e8ac2,male,FALSE,,FALSE,51,80,100,House,Cranbourne East,3977,VIC,1984-07-29,80100,4 years,39,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-04-13 20:42:23,Evening (18:00 - 23:59),
exposure_9db6e7f2-cfef-4af7-932c-0b9743364aa0,male,FALSE,,,2,80,200,House,Northmead,2152,NSW,1958-08-04,80200,0-6 months,65,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-04-07 17:06:39,Afternoon (12:00 - 17:59),
exposure_9db9468d-1184-4f0c-8b2a-c76b6f262154,male,TRUE,0-3 mo,TRUE,3,80,100,House,Yarrabilba,4207,QLD,1970-09-02,80100,0-6 months,53,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-06-10 07:55:47,Morning (05:00 - 11:59),
exposure_9dbe4938-6cf8-4c72-8542-58382fae15b8,male,FALSE,,,32,80,100,House,Southport,4215,QLD,1999-01-28,80100,2 years,25,1,1,cross,,pomsky,pomsky,FALSE,0,2024-06-19 12:31:26,Afternoon (12:00 - 17:59),
exposure_9dc5a617-ecbd-463b-83be-5a39298ce3d3,male,FALSE,,,23,80,100,House,Kin Kin,4571,QLD,1957-08-28,80100,1 years,66,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-01-24 19:35:51,Evening (18:00 - 23:59),
exposure_9dc5e11c-575c-4a2b-b474-449192808e0c,male,TRUE,4-6 mo,,44,80,100,Apartment,Alexandria,2015,NSW,1978-08-03,80100,3 years,45,2,3,cross,cross,cross,"bullmastiff cross, staffordshire bull terrier",FALSE,0,2023-12-21 09:16:24,Morning (05:00 - 11:59),
exposure_9dd710c5-308c-4626-a284-de8da1b8bf0c,female,FALSE,,FALSE,2,80,200,House,Buderim,4556,QLD,1986-09-29,80200,0-6 months,37,1,1,purebred,brachycephalic,pug,pug,TRUE,0,2024-08-25 21:31:56,Evening (18:00 - 23:59),
exposure_9dd9afcc-a383-4333-9212-06b7fc989dfd,male,TRUE,7-12 mo,,65,80,100,Apartment,Newtown,2042,NSW,1990-09-12,80100,5 years,33,1,2,purebred,spaniel,english springer spaniel,english springer spaniel,FALSE,0,2024-02-12 14:44:20,Afternoon (12:00 - 17:59),
exposure_9ddab6d7-0c9c-4ad7-9ac4-bd553e7f073d,male,FALSE,,,4,80,100,House,Calwell,2905,ACT,1989-05-10,80100,0-6 months,34,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-01-02 18:42:46,Evening (18:00 - 23:59),
exposure_9ddb069b-4237-4d1f-b42f-da05075d980b,male,TRUE,4-6 mo,,31,90,0,Apartment,Glebe,2037,NSW,1988-04-12,900,2 years,35,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-20 11:35:03,Morning (05:00 - 11:59),
exposure_9de1b795-8a69-4bf7-823d-b33d5aa5b009,male,FALSE,,,16,80,200,House,Horsley Park,2175,NSW,1998-07-24,80200,1 years,25,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-06-01 23:18:32,Evening (18:00 - 23:59),
exposure_9deac7cc-184f-4c9c-a822-7e17888b6cb5,female,FALSE,,,22,80,100,House,Sandringham,3191,VIC,1977-10-25,80100,1 years,46,1,2,designerbreed,water dog,mini groodle,mini groodle,FALSE,120,2024-02-21 22:07:20,Evening (18:00 - 23:59),
exposure_9dead610-bdd3-4e11-afc4-c2979fc5934a,female,FALSE,,FALSE,1,80,100,House,Sandgate,4017,QLD,1979-04-12,80100,0-6 months,45,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,TRUE,0,2024-04-29 21:50:00,Evening (18:00 - 23:59),
exposure_9df392df-614f-420e-a887-4b7ad34aafdf,female,FALSE,,,2,90,200,House,Kilaben Bay,2283,NSW,1990-08-30,90200,0-6 months,33,1,3,purebred,mastiff,rottweiler,rottweiler,FALSE,0,2024-03-31 19:23:18,Evening (18:00 - 23:59),
exposure_9e176567-4bdb-4045-a4e2-86266476d08d,male,FALSE,,FALSE,3,80,100,House,Yangebup,6164,WA,1990-04-12,80100,0-6 months,34,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,2024-06-07 22:35:11,Evening (18:00 - 23:59),
exposure_9e1b8e96-3441-4aff-8569-11045da951a7,female,FALSE,,,3,80,200,House,Kingsley,6026,WA,1987-03-06,80200,0-6 months,37,1,2,unnamed cross,unknown,border collie cross,border collie cross,FALSE,0,2024-09-04 16:46:21,Afternoon (12:00 - 17:59),
exposure_9e23f3ec-d8dd-4743-ba05-74a73fe630b5,male,TRUE,4-6 mo,FALSE,12,80,100,Apartment,Potts Point,2011,NSW,1994-03-04,80100,7-12 months,30,2,2,cross,cross,cross,"labrador retriever, shih tzu",FALSE,0,2024-06-13 14:05:02,Afternoon (12:00 - 17:59),
exposure_9e3480aa-a838-4ea9-b121-7b14ee5df240,male,FALSE,,,2,80,200,House,Lalor,3075,VIC,1994-04-11,80200,0-6 months,30,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,2,2024-05-25 12:34:11,Afternoon (12:00 - 17:59),
exposure_9e348abd-75ea-416c-a301-2884e956aa7c,female,FALSE,,,2,80,100,House,Coomera,4209,QLD,1980-03-22,80100,0-6 months,44,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-03-29 19:33:23,Evening (18:00 - 23:59),
exposure_9e369f80-ccca-4985-9ebd-9afaba2bf568,male,FALSE,,TRUE,32,80,200,Apartment,Bethania,4205,QLD,1962-04-16,80200,2 years,62,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,2024-07-19 05:41:01,Morning (05:00 - 11:59),
exposure_9e37277a-26cc-44f7-b216-c3ebeec8bb0a,female,TRUE,Not Sure,FALSE,7,80,200,House,Blair Athol,5084,SA,1997-09-17,80200,7-12 months,27,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-09-16 15:32:11,Afternoon (12:00 - 17:59),
exposure_9e40e6e8-956f-449b-9355-981760156e56,male,TRUE,Not Sure,,82,80,200,House,West Hoxton,2171,NSW,1994-08-23,80200,6 years,30,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-09-19 16:51:48,Afternoon (12:00 - 17:59),
exposure_9e4b047a-5d9a-4427-abd1-1c7b61a0cb4e,male,TRUE,7-12 mo,,23,100,100,House,North Ipswich,4305,QLD,1980-04-26,100100,1 years,43,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2023-12-08 15:36:50,Afternoon (12:00 - 17:59),
exposure_9e588548-95c2-40e2-b116-8cb6d4bf35fc,female,FALSE,,,2,100,100,House,Delahey,3037,VIC,1964-04-11,100100,0-6 months,59,1,2,purebred,teckel,dachshundstandard smooth haired,dachshundstandard smooth haired,FALSE,0,2024-01-22 12:38:16,Afternoon (12:00 - 17:59),
exposure_9e5c1196-060b-4dca-8e93-938d152c8a6a,female,FALSE,,TRUE,4,80,200,Apartment,Cremorne,2090,NSW,1978-12-26,80200,0-6 months,45,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,2024-06-24 16:10:52,Afternoon (12:00 - 17:59),
exposure_9e646724-09c2-4915-b2f5-9764f9965c98,male,FALSE,,,67,80,200,House,Capalaba,4157,QLD,1983-01-24,80200,5 years,41,1,1,purebred,white fluffy,bichon frise,bichon frise,FALSE,0,2024-05-28 09:20:29,Morning (05:00 - 11:59),
exposure_9e64aba0-7cd6-4e95-81db-4c4ba195f5a1,female,FALSE,,,39,80,100,House,Fig Tree Pocket,4069,QLD,1973-08-21,80100,3 years,50,1,1,unnamed cross,unknown,lhasa apso cross,lhasa apso cross,FALSE,0,2024-01-14 18:37:45,Evening (18:00 - 23:59),
exposure_9e6a741c-0853-4fe9-a3ca-e6ddd370270d,male,FALSE,,,17,90,200,House,Glenfield Park,2650,NSW,1999-03-11,90200,1 years,25,1,3,purebred,retriever,golden retriever,golden retriever,TRUE,0,2024-06-13 17:50:32,Afternoon (12:00 - 17:59),
exposure_9e75dd9c-ca65-4dda-b226-dbe9f15083d3,female,TRUE,1-2 yr,,27,100,100,House,Hamlyn Terrace,2259,NSW,1991-09-24,100100,2 years,32,1,2,purebred,collie related,border collie,border collie,FALSE,0,2023-11-03 16:51:35,Afternoon (12:00 - 17:59),
exposure_9e7f014f-c020-4d4a-9873-d555db48985b,male,FALSE,,FALSE,3,80,100,House,Acton Park,7170,TAS,1966-05-05,80100,0-6 months,57,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,TRUE,0,2024-04-17 20:41:33,Evening (18:00 - 23:59),
exposure_9e8971c9-f3f4-43f6-887c-5ce377f79e62,female,FALSE,,,4,80,200,House,Scarborough,6019,WA,1984-11-09,80200,0-6 months,39,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-07-07 17:47:08,Afternoon (12:00 - 17:59),
exposure_9e8cc84a-8764-449b-a5dc-37b3f7cef05f,female,FALSE,,,2,80,100,Apartment,Healesville,3777,VIC,1993-05-19,80100,0-6 months,30,1,2,purebred,spitz related,pembroke welsh corgi,pembroke welsh corgi,FALSE,0,2024-01-08 17:05:19,Afternoon (12:00 - 17:59),
exposure_9e927c98-96cd-4455-8d1f-5bc4d8a9ba47,male,TRUE,4-6 mo,,51,80,0,House,Wauchope,2446,NSW,1939-11-14,800,4 years,84,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-01-29 12:01:19,Afternoon (12:00 - 17:59),
exposure_9e95f99b-d310-47e7-a512-0a17f6777541,female,TRUE,4-6 mo,FALSE,77,90,200,House,Shailer Park,4128,QLD,1967-10-22,90200,6 years,56,1,2,purebred,siamese,domestic short hair,domestic short hair,TRUE,0,2024-09-29 13:20:32,Afternoon (12:00 - 17:59),
exposure_9e97a5ae-50ee-4019-891c-16af804758b0,female,TRUE,Not Sure,FALSE,7,80,200,House,Mitcham,3132,VIC,1987-12-23,80200,7-12 months,36,1,1,cross,,spoodle,spoodle,FALSE,0,2024-05-07 15:39:53,Afternoon (12:00 - 17:59),
exposure_9e9a09a4-3a37-4777-a129-af8aa1f739c2,male,TRUE,1-2 yr,,60,100,100,House,Rutherford,2320,NSW,1990-09-15,100100,5 years,33,3,1,cross,cross,cross,"maltese cross, shih tzu, pomeranian",FALSE,0,2024-01-08 00:29:24,Late Night (00:00 - 04:59),
exposure_9e9c1e5b-8b6a-4377-979a-22fc788549c8,male,TRUE,7-12 mo,TRUE,98,80,200,House,West Nowra,2541,NSW,1968-01-06,80200,8 years,56,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,2024-08-22 10:32:02,Morning (05:00 - 11:59),
exposure_9ea8cff1-3f15-47dc-8bcc-f9a12c4ef1b8,female,FALSE,,,18,90,200,House,East Victoria Park,6101,WA,1967-08-14,90200,1 years,57,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,0,2024-08-26 16:56:08,Afternoon (12:00 - 17:59),
exposure_9eb1d60b-e543-425b-83b9-7901a6d2aea1,male,FALSE,,,7,80,100,House,Townsville City,4810,QLD,2000-03-06,80100,7-12 months,23,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-01-10 10:30:13,Morning (05:00 - 11:59),
exposure_9eb1d841-338c-4c38-b9f4-18d0b042c375,male,TRUE,4-6 mo,,27,80,100,House,Duncraig,6023,WA,1985-11-09,80100,2 years,38,1,1,cross,,schnoodle,schnoodle,FALSE,0,2024-03-23 16:19:09,Afternoon (12:00 - 17:59),
exposure_9eb34ac5-bfac-427a-a695-0b3477c34625,male,TRUE,2+ yr,FALSE,47,80,200,House,Waaia,3637,VIC,1989-11-22,80200,3 years,34,4,1.5,cross,cross,cross,"australian kelpie cross, maltese cross, australian koolie, shih tzu",FALSE,0,2024-07-10 22:08:31,Evening (18:00 - 23:59),
exposure_9ebc50a9-d139-40d3-9312-cc68b499ae0b,male,FALSE,,,15,90,0,House,Aberdare,2325,NSW,1981-06-17,900,1 years,42,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-03-08 09:48:45,Morning (05:00 - 11:59),
exposure_9ec27633-7d5b-44fa-9672-c11f691b0466,female,TRUE,Not Sure,FALSE,33,80,100,Apartment,Port Macquarie,2444,NSW,1959-02-24,80100,2 years,65,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-06-02 10:10:11,Morning (05:00 - 11:59),
exposure_9ecc5316-ec27-4b58-ba35-6c59aa2d092e,male,TRUE,4-6 mo,FALSE,38,80,100,House,Surry Hills,2010,NSW,1988-09-15,80100,3 years,35,2,1.5,cross,cross,cross,"cavoodle cross, cocker spaniel",FALSE,0,2024-07-20 13:58:44,Afternoon (12:00 - 17:59),
exposure_9ed2a7b8-b08d-4bba-a429-b10821d37529,male,FALSE,,,2,80,100,Apartment,Beulah Park,5067,SA,1997-10-25,80100,0-6 months,26,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,2024-02-12 16:02:18,Afternoon (12:00 - 17:59),
exposure_9eee9c93-5e97-43b8-b7c4-b0694234ee08,female,FALSE,,FALSE,12,80,200,House,Nambour,4560,QLD,1996-04-15,80200,7-12 months,28,2,3.5,cross,cross,cross,"great dane, italian mastiff",FALSE,0,2024-06-03 10:05:31,Morning (05:00 - 11:59),
exposure_9ef32ff7-b68c-42f7-a0cc-0dc003dd2624,female,FALSE,,FALSE,2,100,200,House,Rainbow Beach,4581,QLD,1994-10-01,100200,0-6 months,29,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-09-24 20:01:34,Evening (18:00 - 23:59),
exposure_9ef72fdd-2b9a-42ab-9481-3a7fcb1b0cac,male,FALSE,,FALSE,1,90,200,House,Leneva,3691,VIC,1999-08-30,90200,0-6 months,25,1,3,purebred,pointer,german pointershort haired,german pointershort haired,FALSE,0,2024-08-25 12:19:54,Afternoon (12:00 - 17:59),
exposure_9efaff8a-7edd-4e48-b79e-0518fc2ce3b1,male,TRUE,7-12 mo,FALSE,12,90,0,House,Willoughby East,2068,NSW,1972-10-05,900,7-12 months,51,2,3,cross,cross,cross,"golden retriever cross, labrador retriever cross",FALSE,1,2024-05-27 11:40:52,Morning (05:00 - 11:59),
exposure_9efc27d0-7231-4d3c-8b34-fa6a89ac6648,female,FALSE,,,3,80,100,House,Koonawarra,2530,NSW,1991-02-12,80100,0-6 months,32,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2023-12-28 07:35:36,Morning (05:00 - 11:59),
exposure_9effafd6-ab9c-433e-82bc-09f807061810,female,FALSE,,TRUE,3,90,100,House,Arundel,4214,QLD,1978-04-15,90100,0-6 months,46,1,2,unnamed cross,unknown,australian koolie cross,australian koolie cross,FALSE,0,2024-08-28 10:14:23,Morning (05:00 - 11:59),
exposure_9effe61d-20cf-4179-a39a-73a4d3a4be35,male,FALSE,,,4,80,100,House,Eltham North,3095,VIC,1986-09-17,80100,0-6 months,37,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-01-25 12:50:25,Afternoon (12:00 - 17:59),
exposure_9f0f6120-813b-4f79-8ed8-9a9208a45fd0,male,FALSE,,FALSE,2,80,200,House,Woodend,3442,VIC,1979-03-27,80200,0-6 months,45,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-04-21 19:01:37,Evening (18:00 - 23:59),
exposure_9f1fad52-ca88-45fb-b3de-4adad64f9d3b,male,FALSE,,,6,80,100,House,Brighton East,3187,VIC,1973-11-03,80100,0-6 months,50,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-01-02 10:06:47,Morning (05:00 - 11:59),
exposure_9f2a54d8-d3ab-446b-8866-58507b154ac0,female,TRUE,4-6 mo,TRUE,48,80,200,House,Emu Plains,2750,NSW,1984-08-20,80200,4 years,39,1,1,purebred,terrier,jack russell terrier,jack russell terrier,TRUE,0,2024-06-24 07:09:48,Morning (05:00 - 11:59),
exposure_9f3be5c9-94f9-432f-ac80-f40b7b25d721,female,TRUE,7-12 mo,FALSE,57,80,200,House,Mullumbimby,2482,NSW,1997-12-29,80200,4 years,26,2,2,cross,cross,cross,"staffordshire bull terrier cross, kelpie",TRUE,0,2024-09-03 16:47:01,Afternoon (12:00 - 17:59),
exposure_9f3c484a-2f41-44d2-88f2-5e5dd4bade63,female,TRUE,7-12 mo,TRUE,14,80,0,House,Westmeadows,3049,VIC,1966-03-01,800,1 years,58,1,1,purebred,terrier,jack russell terrier,jack russell terrier,TRUE,0,2024-04-22 10:25:23,Morning (05:00 - 11:59),
exposure_9f3e78d1-4a7e-4b34-9365-31c5c69f3151,female,FALSE,,TRUE,26,80,0,House,Roseworthy,5371,SA,1982-08-21,800,2 years,41,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-07-06 20:49:00,Evening (18:00 - 23:59),
exposure_9f49603e-b37c-468a-b94a-4fe9419a6307,female,FALSE,,,2,90,100,House,Miami,4220,QLD,1986-01-31,90100,0-6 months,38,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-02-15 15:42:09,Afternoon (12:00 - 17:59),
exposure_9f4db706-0356-42c5-9dce-1e755d74a02c,male,FALSE,,,14,80,100,House,Edmondson Park,2174,NSW,1984-10-31,80100,1 years,39,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-06-07 14:17:19,Afternoon (12:00 - 17:59),
exposure_9f502a2d-eb93-4f4c-a6ec-54f488e98ef1,male,TRUE,4-6 mo,FALSE,12,90,200,Apartment,Frankston North,3200,VIC,1986-10-14,90200,7-12 months,37,1,3,unnamed cross,unknown,american bulldog cross,american bulldog cross,FALSE,0,2024-04-17 08:54:03,Morning (05:00 - 11:59),
exposure_9f579ff5-a2b4-4b6e-ac29-7e9a9ad5991d,female,FALSE,,,2,80,0,Apartment,Saint Kilda East,3183,VIC,1995-02-23,800,0-6 months,29,1,3,purebred,mastiff,rottweiler,rottweiler,FALSE,0,2024-02-25 13:40:33,Afternoon (12:00 - 17:59),
exposure_9f5aaff3-0802-4e2c-825a-600c2889f4ca,female,FALSE,,,50,90,100,House,Newport,3015,VIC,1972-07-26,90100,4 years,51,1,1,purebred,brachycephalic,shih tzu,shih tzu,FALSE,0,2023-11-21 15:38:35,Afternoon (12:00 - 17:59),
exposure_9f5c9387-bfc5-4755-8ec0-f13d8a34fbe0,female,TRUE,0-3 mo,,111,90,100,Apartment,Tweed Heads South,2486,NSW,1970-08-21,90100,9 years,53,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-02-15 20:05:57,Evening (18:00 - 23:59),
exposure_9f633132-f05f-46a5-840b-df3afce1f250,male,FALSE,,,3,90,100,House,Mosman,2088,NSW,1958-03-06,90100,0-6 months,65,2,2,cross,cross,cross,"border collie, poodle cross",FALSE,0,2023-12-10 13:06:45,Afternoon (12:00 - 17:59),
exposure_9f65d36f-69cc-4e22-a823-2a6b13cfdea5,male,FALSE,,,5,80,200,House,Enmore,2042,NSW,1987-12-26,80200,0-6 months,36,1,1,unnamed cross,unknown,fox terrier cross,fox terrier cross,FALSE,0,2024-05-15 08:00:32,Morning (05:00 - 11:59),
exposure_9f683817-c32a-49e1-bea6-b62f452e217b,male,FALSE,,,3,80,100,House,Epping,3076,VIC,1996-11-12,80100,0-6 months,27,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-05-20 19:57:29,Evening (18:00 - 23:59),
exposure_9f6d2cc8-8409-4ddc-9df5-5a8a46d9605e,male,FALSE,,FALSE,3,80,200,House,Mount Hutton,2290,NSW,1996-08-22,80200,0-6 months,28,1,1,purebred,spitz related,pomeranian,pomeranian,FALSE,0,2024-08-05 13:38:18,Afternoon (12:00 - 17:59),
exposure_9f71b3a2-b0c6-4cea-b093-dde8cc867810,female,FALSE,,,9,80,100,House,Mount Gambier,5290,SA,1982-05-11,80100,7-12 months,41,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-03-28 11:15:04,Morning (05:00 - 11:59),
exposure_9f73c4cb-1da0-4a8b-8876-1aa86ac001ad,male,FALSE,,TRUE,3,90,100,House,Willunga,5172,SA,1966-01-07,90100,0-6 months,58,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-08-18 09:29:40,Morning (05:00 - 11:59),
exposure_9f7cf0a4-245b-451e-a70e-db42e4584789,female,FALSE,,,63,80,200,House,Mosman Park,6012,WA,1992-06-03,80200,5 years,31,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-03-30 09:48:44,Morning (05:00 - 11:59),
exposure_9f88dd69-903f-4423-a043-e3cbbf06ed4d,female,FALSE,,,14,80,0,House,Padbury,6025,WA,1984-08-30,800,1 years,39,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,2024-04-15 11:24:04,Morning (05:00 - 11:59),
exposure_9f89fa86-c19b-4eb3-9267-0f69fb3a98bb,female,TRUE,0-3 mo,TRUE,31,80,100,House,Thirroul,2515,NSW,1977-02-12,80100,2 years,47,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-04-22 17:07:08,Afternoon (12:00 - 17:59),
exposure_9f8c3046-107c-47a3-97f0-e0825809c1c3,female,FALSE,,,5,80,100,Apartment,Carrum Downs,3201,VIC,1986-09-01,80100,0-6 months,37,1,1,purebred,collie related,shetland sheepdog,shetland sheepdog,FALSE,0,2024-03-15 12:34:14,Afternoon (12:00 - 17:59),
exposure_9f93bba1-b589-4133-8187-a6f6f1782d91,female,TRUE,7-12 mo,FALSE,10,80,100,House,Hamilton Hill,6163,WA,1987-02-26,80100,7-12 months,37,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,0,2024-07-27 22:42:26,Evening (18:00 - 23:59),
exposure_9f9607c2-422b-4b7d-b330-055d56952f4f,female,TRUE,7-12 mo,TRUE,31,80,200,House,Smithton,7330,TAS,1977-09-30,80200,2 years,47,1,3,purebred,mastiff,cane corso,cane corso,TRUE,0,2024-09-28 18:29:55,Evening (18:00 - 23:59),
exposure_9fa917ff-963c-4fc9-b527-09f2bc81cde1,female,FALSE,,FALSE,26,90,100,House,Gaythorne,4051,QLD,1974-12-19,90100,2 years,49,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-05-30 14:10:29,Afternoon (12:00 - 17:59),
exposure_9fb10355-5554-44e0-8208-9dfead3844ee,female,TRUE,7-12 mo,TRUE,38,100,200,House,Landsborough,4550,QLD,1978-09-06,100200,3 years,45,3,2,cross,cross,cross,"border collie cross, australian kelpie, australian cattle dogblue heeler",TRUE,0,2024-07-14 18:45:46,Evening (18:00 - 23:59),
exposure_9fc5c64e-7bf5-42cc-8ba8-cedf5ba07102,female,FALSE,,,10,80,200,House,Edge Hill,4870,QLD,1990-03-30,80200,7-12 months,34,1,2,unnamed cross,unknown,border collie cross,border collie cross,FALSE,0,2024-05-27 08:12:08,Morning (05:00 - 11:59),
exposure_9fce209d-20cc-47fd-bae0-231e9f4e026f,male,TRUE,0-3 mo,TRUE,3,90,0,House,North Epping,2121,NSW,1975-12-01,900,0-6 months,48,2,2,cross,cross,cross,"golden retriever, cavalier king charles spaniel",FALSE,0,2024-06-10 19:35:53,Evening (18:00 - 23:59),
exposure_9fd2d581-23ec-40b4-bde8-f39902b0bc90,male,FALSE,,FALSE,87,80,0,House,Tenambit,2323,NSW,1964-01-08,800,7 years,60,1,1,unnamed cross,unknown,maltese cross,maltese cross,TRUE,0,2024-08-19 22:51:36,Evening (18:00 - 23:59),
exposure_9fd2ddcc-1020-4984-8a0b-09eb78b3143f,female,FALSE,,,3,80,100,House,Wahroonga,2076,NSW,1981-06-26,80100,0-6 months,42,1,1,cross,,moodle,moodle,FALSE,0,2023-11-13 08:16:27,Morning (05:00 - 11:59),
exposure_9ff03cad-cc53-433d-9ec5-084f063523f9,female,FALSE,,,16,80,200,House,Little Bay,2036,NSW,1975-08-30,80200,1 years,48,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-05-22 20:07:45,Evening (18:00 - 23:59),
exposure_9ffdb856-cc51-4f9d-9d89-b476de563b5e,male,TRUE,1-2 yr,,27,80,0,House,Moana,5169,SA,1982-06-09,800,2 years,41,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2023-12-27 06:42:07,Morning (05:00 - 11:59),
exposure_9fffe2a2-8eef-492f-b8b2-1eee453588f8,female,TRUE,7-12 mo,TRUE,60,90,100,House,Broadwater,6280,WA,1959-02-13,90100,5 years,65,2,1,cross,cross,cross,"lhasa apso cross, maltese",FALSE,0,2024-08-29 14:14:29,Afternoon (12:00 - 17:59),
exposure_a0037cc0-d27f-4dfe-9111-d24d7780917b,male,FALSE,,FALSE,4,80,200,House,Blackburn South,3130,VIC,1992-07-02,80200,0-6 months,31,1,3,unnamed cross,unknown,chow chow cross,chow chow cross,FALSE,0,2024-06-13 00:28:15,Late Night (00:00 - 04:59),
exposure_a0046a97-5409-4a6c-9ba3-aa37285cde3b,female,FALSE,,,12,90,0,House,Arncliffe,2205,NSW,1973-04-10,900,7-12 months,51,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-05-22 18:33:15,Evening (18:00 - 23:59),
exposure_a007fed8-2c5d-463c-8801-205c0c0122f8,female,FALSE,,FALSE,3,90,100,House,Umina Beach,2257,NSW,2002-08-01,90100,0-6 months,22,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,2024-08-09 22:47:03,Evening (18:00 - 23:59),
exposure_a012a0e5-3dd2-4e90-b659-64975e494ad9,female,FALSE,,FALSE,2,90,200,House,Umina Beach,2257,NSW,1985-12-28,90200,0-6 months,38,1,3,cross,,springador,springador,FALSE,0,2024-09-04 12:29:41,Afternoon (12:00 - 17:59),
exposure_a02097a7-488d-421f-aaa6-7920f4e11283,male,FALSE,,,4,80,100,House,Concord,2137,NSW,2004-11-06,80100,0-6 months,19,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-03-10 09:38:43,Morning (05:00 - 11:59),
exposure_a0228854-a589-442f-a210-400305b35cc1,female,FALSE,,,3,80,100,House,Spotswood,3015,VIC,1989-09-02,80100,0-6 months,34,1,1,purebred,terrier,cairn terrier,cairn terrier,FALSE,0,2024-01-12 15:14:57,Afternoon (12:00 - 17:59),
exposure_a02ecf0e-977b-45f5-9506-7aa2dac563c5,male,FALSE,,TRUE,3,80,0,House,Quakers Hill,2763,NSW,1978-12-06,800,0-6 months,45,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-06-10 10:15:51,Morning (05:00 - 11:59),
